Movie Name,Rating,Action,Comedy,Drama,Horror,Science Fiction,Mystery,Romance,Music,Animation,Adventure,Documentary,Family,Crime,Fantasy,History,Western
"Hercule Poirot, Series IX: Mrs. McGinty's Dead",7.6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Memories of an Angel,7.0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0
Sahrayicedid,9.7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
How to Be a Detective,5.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Charli y la fábrica de prostitutas,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny vs. Spenny Christmas Special,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malet me blerim mbuluar,8.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Betrayed,7.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The White Meadows,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray Hour,7.6,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Autour du mur,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Episode #1.32,8.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Threads,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bikini Beach Home Run Derby,9.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guild Hall,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland's Sin City,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Shitô! God Ginrai Tai Shinsei Darkwings,6.3,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
Highly Classified: The World of 007,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Baliscate Chapel, Tobermory, Isle of Mull",9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Ogida le cherokee,5.7,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
L'Oasi La Rizza,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Episode #3.1,9.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Domino Effect,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil in the Desert,6.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Clausens garage,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Episode #1.6109,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Yami yo ni hibiku akuma no beru,7.9,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
Lady Pasta,7.9,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Please Make Me Lesbian! 5,5.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Die Kleinbürger,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Planets and Moons,8.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Baishi Pahache Kheliba Mina,7.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Les tourelles,8.1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Dead Island: No Retreat,7.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Royal Rumble,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I See Dead People (And They're Cracking Me Up),7.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Not with My Daughter,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suivez-moi jeune homme,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh's Suicide,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utang ni Tatang,8.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Herseye Ragmen,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Max collectioneur de chaussures,7.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
World of Legs,9.1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Nocturne,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcendendo Lynch,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sloppy the Psychotic,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shutdown,8.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Hatirlamak Unutmaktan Zordur,8.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hemlock Gin and Juice,7.3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Shizumu kuro,8.4,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
Mind Games,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maronzio Vance,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der Verräter,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Emo Gurram Egaravachu,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Homecoming,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Una historia de tango,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Treasure Island: The Adventure Begins,7.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tian guan ci fu,3.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Leonard Bernstein: Reflections,7.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Time to Organize!,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
End Times,8.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Columbo: A Bird in the Hand,7.2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Look at Life: A Pinch of Salt,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Here Comes the Boom,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Begins: Behind the Mask,7.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
International Necktie Strangler,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Orson Welles: The One-Man Band,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Women from the South,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In Sickness and in Health,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Claiming the Title: Gay Olympics on Trial,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yaathra,8.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Britney Spears and Joey McIntyre in Concert,4.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Black Butler II,7.3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Lash of the Scorpion,4.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zgvarze,7.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Das Zauberbuch,5.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Stakeout at Surfrider Beach,5.9,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
Murder at Christmas,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By a Strand,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Rim,6.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gary Clark, Jr./Alabama Shakes",8.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Everybody Hates the Ninth-Grade Dance,7.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sweat Hog Shark,5.4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Padurea de fagi,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeleton Crew,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hero,3.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Benny Hill's V!deo S!deshow,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Truett Street Massacre,7.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Lucille Vanderlip Gives a Barbeque Party,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incontri di primavera,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Heading Home,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Case Of The Undercover Cop: Part 1,5.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Origins: Obe and Ashima,8.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mothers and Daughters,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinozavr,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alfa-beat-a,7.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CNBC Investigates: Illegal Gambling,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Episode #3.10,8.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robots Don't Dream Part 2,7.6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
This Must Be the Place,6.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Old Henry,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walk a While in My Shoes,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sathi Hara,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakilacak kitap,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Office: The Mentor,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qu'est-ce que tu veux Julie?,5.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Something,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
